Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
Fibrosarcoma,(FIBS) A malignant mesenchymal fibroblastic neoplasm affecting the soft tissue and bone.,"","",FALSE,obo:NCIT_C3043,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Necrotic Neoplasm,A neoplasm characterized by focal or diffuse tumor cell necrosis.,"","",FALSE,obo:NCIT_C36029,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Hemorrhagic Neoplasm,A neoplasm with hemorrhagic findings.,"","",FALSE,Sage Bionetworks,tumorType,,"","","",Class,Biosample,Tumor,"","","",This is based after the NCIT term 'Necrotic Neoplasm' to accomodate records using only 'hemorrhage' for tumor description -- it may be of limited usefulness long-term.
NF1-Associated Tumor,Unspecified NF1-associated tumor; use a more specific tumor classification if available.,"","",FALSE,Sage Bionetworks,tumorType,,"","","",Class,Biosample,Tumor,"","","",This was added to accomodate records that only specified 'NF1' and is patterned after the existence of the NCIT term 'NF1-Associated Malignant Peripheral Nerve Sheath Tumor'
NF2-Associated Tumor,Unspecified NF2-associated tumor; use a more specific tumor classification if available.,"","",FALSE,Sage Bionetworks,tumorType,,"","","",Class,Biosample,Tumor,"","","",This was added to accomodate records that only specified 'NF2' and is patterned after the existence of the NCIT term 'NF1-Associated Malignant Peripheral Nerve Sheath Tumor'
ANNUBP,"Atypical neurofibromatous neoplasms of uncertain biologic potential is a provisional classification for lesions displaying at least two features: atypia, loss of neurofibroma architecture, high cellularity, and/or mitotic activity >1/50 but <3/10 high power fields. They can be inconsistently diagnosed as atypical neurofibroma or low-grade MPNST. See https://pubmed.ncbi.nlm.nih.gov/28551330/.","","",FALSE,Sage Bionetworks,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
tumor,"General term for tumor sample – use when it is unknown when a more specific clinical classification is unknown, e.g. whether it is primary or secondary.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C18009,tissue,,"","",Tumor,Class,Biosample,Tumor,"","","",""
metastatic tumor,"For neoplasms, a non-infiltrating and non-metastasizing neoplastic process that is characterized by the absence of morphologic features associated with malignancy (e.g., severe atypia, nuclear pleomorphism, tumor cell necrosis, and abnormal mitoses).","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C14172,tissue,,"","",Metastatic_Tumor,Class,Biosample,Tumor,"","","",""
metastatic/recurrent tumor,A tumor with metastatic/recurrent characteristic.,"","",FALSE,"",tissue,,"","",Metastatic_Recurrent_Tumor,Class,Biosample,Tumor,"","","",""
recurrent tumor,A tumor described with recurrent characteristic.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C4798,tissue,,"","",Recurrent_Tumor,Class,Biosample,Tumor,"","","",""
tumorType,The type of tumor that the biospecimen used to generate the data were collected from.,"Teratoma, Cutaneous Neurofibroma, Subcutaneous Neurofibroma, Plexiform Neurofibroma, Atypical Neurofibroma, Malignant Peripheral Nerve Sheath Tumor, Glioma, Low-Grade Glioma NOS, Pilocytic Astrocytoma, Pilomyxoid Astrocytoma, Diffuse Astrocytoma, Glioblastoma Multiforme, Anaplastic Pilocytic Astrocytoma, Pleomorphic Xanthoastrocytoma, Oligoastrocytoma, High-Grade Glioma NOS, Unknown, Anaplastic Astrocytoma, Glioblastoma, Schwannoma, Meningioma, Massive Soft 
Neurofibroma, Diffuse Infiltrating Neurofibroma, Localized Neurofibroma, Neurofibroma with Degenerative Atypia, Neurofibroma, Anaplastic Pleomorphic Xanthoastrocytoma, Ganglioglioma, Anaplastic Ganglioglioma, Optic Pathway Glioma, Not Applicable,Colorectal Carcinoma,Recurrent MPNST,Juvenile Myelomonocytic Leukemia,Sarcoma,Fibromatosis,Fibrosarcoma,Necrotic Neoplasm,Hemorrhagic Neoplasm,NF1-Associated Tumor,NF2-Associated Tumor",,FALSE,Sage Bionetworks,cancer,,,,tumorType,Property,Biosample,annotationProperty,biosampleAnnotation,Tumor,,
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,"Neurofibromatosis type 1, Neurofibromatosis type 2, Schwannomatosis, Unknown, Not Applicable, Sporadic Schwannoma",,FALSE,,experimentalData,,,,diagnosis,Property,Biosample,annotationProperty,,Diagnosis,one,Currently a single NF diagnosis allowed; in the future multiple diagnoses may be allowed for comorbidities.
bodyPart,"Sample location referring to a named area of the body, inclusive of gross anatomical structures and organ parts. ","head, neck, scalp, leg, pelvis, mesentery, axilla, acetabulum, forearm, muscle, finger, thoracic spine, groin, back, iliac spine, spine, shoulder, scapula, lymph node, kidney, skin, mammary gland, nerves, brain, blood, breast, colon, lung, liver, prostate, pancreas, ovary, spleen, bone marrow, Bursa Of Fabricius, nose",,FALSE,,experimentalData,,,,bodyPart,Property,Biosample,annotationProperty,,Body_Part,,
organ,A unique macroscopic (gross) anatomic structure that performs specific functions. It is composed of various tissues. An organ is part of an anatomic system or a body region.,"lymph node, kidney, skin, mammary gland, nerves, brain, blood, breast, colon, lung, liver, prostate, pancreas, ovary, spleen, bone marrow, Bursa Of Fabricius, nose",,FALSE,,experimentalData,,,,organ,Property,Biosample,annotationProperty,,Organ,,
individualIdSource,Database or repository to which individual ID maps,,,FALSE,,experimentalData,,,,individualIdSource,Property,Biosample,annotationProperty,,,,
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,"nerve tissue,optic nerve,serum,plasma,splenocyte,blood,primary tumor,embryonic tissue,meninges,bone marrow,Buccal Mucosa,Dorsal Root Ganglion,unspecified,whole brain,Buffy Coat,cerebral cortex,sciatic nerve,connective tissue,tumor-adjacent normal, PDX tissue, CDX tissue, metastatic/recurrent tumor, recurrent tumor, metastatic tumor, organoid, spheroid, microtissue, retina",,FALSE,,experimentalData,,,,tissueType,Property,Biosample,annotationProperty,,Tissue,,
isCellLine,Whether or not sample source is a cell line (Yes; No),"Yes, No",,FALSE,,experimentalData,,,,isCellLine,DataProperty,Biosample,annotationProperty,,,,
isPrimaryCell,Whether or not cellType is primary (Yes; No),"Yes, No",,FALSE,,experimentalData,,,,isPrimaryCell,DataProperty,Biosample,annotationProperty,,,,
cellType,A cell type is a distinct morphological or functional form of cell.,"Schwann cell precursor, B-lymphocytes, Embryonic stem cells, iPSC, iPSC-derived telencephalic organoids, GABAergic neurons, monocytes, microglia, macrophages, astrocytes, SH-SY5Y, GLUtamatergic neurons, NeuN+, NeuN-, epithelial, epithelial-like, fibroblast, round, lymphoblast, CD8+ T-Cells, arachnoid, meningioma, schwannoma, oligodendrocyte, schwann, iPSC-derived neuron, iPSC-derived glia, iPSC-derived astrocytes, monocyte-derived microglia, iPSC-derived neuronal progenitor cell, CD138+, CNON, teratoma,Muller glia",,FALSE,,experimentalData,,,list,cellType,DataProperty,Biosample,annotationProperty,,Cell,,
isMultiIndividual,Whether or not a file has data for multiple individuals (Yes; No),"Yes, No",,TRUE,,experimentalData,,,,isMultiIndividual,DataProperty,Biosample,annotationProperty,,,,
isMultiSpecimen,Whether or not a file has data for multiple specimens (Yes; No),"Yes, No",,TRUE,,experimentalData,,,,isMultiSpecimen,DataProperty,Biosample,annotationProperty,,,,
sex,"Phenotypic expression of chromosomal makeup that defines a study subject as male, female, or other.","Male, Female, Unknown",,FALSE,http://purl.obolibrary.org/obo/NCIT_C28421,experimentalData,,,,sex,Property,Biosample,annotationProperty,,Sex,,
species,The name of a species (typically a taxonomic group) of organism.,"Homo sapiens,Mus musculus,Mus musculus (humanized),Rattus norvegicus,Drosophila melanogaster,Rhesus macaque,Pan troglodytes,Gallus gallus,Sus scrofa,Oryctolagus cuniculus,Danio rerio",,FALSE,,experimentalData,,,,species,Property,Biosample,annotationProperty,,Species,one,
individualID,A unique identifier (non-PII) that represents the individual from which the data came. This could be a patient or animal ID.,,"sex,age,ageUnit,species,diagnosis,nf1Genotype,nf2Genotype",FALSE,,experimentalData,,,,individualID,Property,Biosample,annotationProperty,,,many,"Typically annotated with a single ID, but many allowed for, e.g. a clinical dataset that contains endpoint data for an entire cohort."
parentSpecimenID,"A unique identifier (non-PII) that represents the parent specimen (sample) from which the data came from, e.g. the single parent tumor. The parentSpecimenIDcan be the same as specimenID when there is no subsectioning.",,"specimenID,aliquotID,organ,tissue,isCellLine,isPrimaryCell,cellType,tumorType,specimenPreparationMethod,modelSystemName",FALSE,,,,,,,Property,Biosample,annotationProperty,,,,
specimenID,"A unique identifier (non-PII) that represents the subspecimen (subsample) from which the data came, e.g. an ID that distinguishes between different parts of the same parent tumor specimen. This can be the A A unique identifier (non-PII) that represents the",,,FALSE,,experimentalData,,,,specimenID,Property,Biosample,annotationProperty,,,many,"Typically annotated with a single ID, but many allowed for summary data."
specimenIDSource,"Optional annotation describing where the specimen ID source derived from, e.g. the biobank providing samples or a providing lab.",,,FALSE,,,,,,,Property,Biosample,annotationProperty,,,,This is not officially part of the template and only used as needed.
aliquotID,A unique identifier (non-PII) that represents the aliquots used for e.g. replicate runs. This is linked to the specimenID. ,,,FALSE,,,,,,,Property,Biosample,annotationProperty,,,,
modelSystemName,"A group of presumed common ancestry with clear-cut physiological but usually not morphological distinctions such as an animal model or cell line. EXAMPLE(S):  HEK293T (cell line), Minnesota5 (swine strain), DXL (poultry strain), RB51 (vaccine strain of Brucella abortus)","C57BL/6J,NOD scid gamma,B6;129S2-Trp53tm1Tyj Nf1tm1Tyj/J,B6;129-Trp53tm1Tyj Nf1tm1Tyj Suz12Gt(Betageo)1Khe/KcichJ,B6.129S2-Nf1tm1Tyj/J,B6.129S1-Nf1tm1Cbr/J,B6.129(Cg)-Nf1tm1Par/J,hiPSC-SCP,hiPSC,JHU 2-103-CL,JHU 2-002-CL,JHU 2-079-CL,JHU 2-103-PDX,JHU 2-002-PDX,JHU 2-079-PDX,human foreskin fibroblasts,hTERT NF1 ipNF05.5,hTERT NF1 ipNF05.5 (Mixed clones),hTERT NF1 ipn06.2 A,hTERT NF1 ipNF95.11b C/T,hTERT NF1 ipNF95.6,hTERT SC ipn02.8,hTERT NF1 ipnNF95.11c,hTERT NF1 ipNF95.11b C,hTERT NF1 ipnNF09.4,hTERT NF1 ipNF04.4,hTERT NF1 sipnNF95.12B,hTERT NF1 ipNF00.6,hTERT NF1 ipNF03.3,hTERT NF1 ipn02.3 2λ,hTERT SC ipn02.8,SZ-NF1,SZ-NF2,SZ-NF4,NF1,Lis42_NF1_1N,Lis47_NF1_2N,ST88-14,sNF96.2,sNF02.2,sNF94.3,GM11602,GM11601,KCL024,KCL025,5PNF_TdiPSsv_PM_6,5PNF_TdiPSsv_MM_4,7PNF_SiPSrv_PM_12,6PNF_SiPSrv_PM_2,3PNF_SiPSsv_MM_11,3PNF_FiPSsv_PM_2,NCC-MPNST5-C1,NCC-MPNST3-C1,NCC-MPNST4-C1,NCC-MPNST3-X2-C1,NCC-MPNST2-C1,STS-26T,YST-1,90-8,S520,S462,S462.TY,sc93.1,Fb93.1, JH-2-002-CL, JH-2-079-CL, JH-2-103-CL, icNF00.10a, cNF00.10a, icNF97.2a, cNF97.2a, icNF97.2b, cNF97.2b, icNF98.4d, cNF98.4d, i28NF, 28NF, icNF04.9a, cNF04.9a, icNF98.4c, cNF98.4c, Nf2-/- Schwann SC (mouse) (PMID26554010), SC4 [Mouse schwannoma], AC007-hTERT, NF2-/- AC007-hTERT, Ben-Men-1",,FALSE,http://purl.obolibrary.org/obo/NCIT_C94171,neuro,,,list,modelSystemName,Property,Biosample,annotationProperty,annotationProperty,Model_System,,
nf2Genotype,"Genotype of NF2 gene in the biospecimen from which the data were derived, if known","-/-, +/-, +/+, +/?, -/?, Unknown",,FALSE,,neurofibromatosis,,,,nf2Genotype,Property,Biosample,annotationProperty,,Genotype,,
nf1Genotype,"Genotype of NF1 gene in the biospecimen from which the data were derived, if known","-/-, +/-, +/+, +/?, -/?, Unknown",,FALSE,,neurofibromatosis,,,,nf1Genotype,Property,Biosample,annotationProperty,,Genotype,,
specimenPreparationMethod,"Term that represents preservation of the sample before usage in, e.g. sequencing","Fresh collected, Flash frozen, FFPE, Cryopreserved, OCT, RNAlater, formalin-fixed, ethanol, Viably frozen",,FALSE,https://docs.gdc.cancer.gov/Data_Dictionary/viewer/#?view=table-definition-view&id=sample&anchor=preservation_method,ngs,,,,specimenPreparationMethod,Property,Biosample,annotationProperty,,Specimen_State,,
age,A numeric value representing age of the individual. Use with ageUnit.,,ageUnit,FALSE,Sage Bionetworks,,,,,age,DataProperty,Biosample,annotationProperty,biosampleAnnotation,,,
ageUnit,"A time unit that can be used with a given age value, e.g. years.","days, months, years",,FALSE,Sage Bionetworks,,,,,ageUnit,Property,Biosample,annotationProperty,biosampleAnnotation,,,
bioSampleUsed,The biosample used.,,,,,,,,,,,,,,,,
isXenograft,Whether or not sample source is a xenograft (Yes; No),"Yes, No",,TRUE,,experimentalData,,,,isXenograft,DataProperty,Biosample,annotationProperty,,,,
raw counts,The number or amount of something.,"",assay,FALSE,http://purl.obolibrary.org/obo/NCIT_C25463,dataType,,"","",Raw_Counts,Class,Data,Data_Class,"","","",""
Volume,The amount of three dimensional space occupied by an object or the capacity of a space or container.,"",assay,FALSE,http://purl.obolibrary.org/obo/NCIT_C25335,dataType,,"","",Volume,Class,Data,Data_Class,"","","",""
Weight,The vertical force exerted by a mass as a result of gravity.,"",assay,FALSE,http://purl.obolibrary.org/obo/NCIT_C25208,dataType,,"","",Weight,Class,Data,Data_Class,"","","",""
Pharmacokinetic Study,"A study of the process by which a drug is absorbed, distributed, metabolized, and eliminated by the body.","",assay,FALSE,http://purl.obolibrary.org/obo/NCIT_C49663,dataType,,"","",Pharmacokinetic_Study,Class,Data,Data_Class,"","","",""
genomicVariants,"Genomic alterations, including single nucleotide polymorphisms, short indels and structural variants, in a genome sequence.","",assay,FALSE,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Foperation_3227,dataType,,"","",Genomic_Variants,Class,Data,Data_Class,"","","",""
behavior process,"The action, reaction, or performance of an organism in response to external or internal stimuli.","",assay,FALSE,http://purl.obolibrary.org/obo/NBO_0000313,dataType,,"","",Behavior_Process,Class,Data,Data_Class,"","","",""
metabolomics,"The systematic study of metabolites, the chemical processes they are involved, and the chemical fingerprints of specific cellular processes in a whole cell, tissue, organ or organism.","",assay,FALSE,http://edamontology.org/topic_3172,dataType,,"","",Metabolomics,Class,Data,Data_Class,"","","",""
image,Biological or biomedical data that has been rendered into an image.,"",assay,FALSE,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_2968,dataType,,"","",Image,Class,Data,Data_Class,"","","",""
geneExpression,The analysis of levels and patterns of synthesis of gene products (proteins and functional RNA) including interpretation in functional terms of gene expression data.,"",assay,FALSE,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_0203,dataType,,"","",Gene_Expression,Class,Data,Data_Class,"","","",""
isoformExpression,Expression of protien isoforms formed from alternative splicings or other post-translational modifications of a single gene through RNA splicing mechanisms.,"",assay,FALSE,https://en.wikipedia.org/wiki/Protein_isoform,dataType,,"","",Isoform_Expression,Class,Data,Data_Class,"","","",""
proteomics,"Protein and peptide identification, especially in the study of whole proteomes of organisms.","",assay,FALSE,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_0121,dataType,,"","",Proteomics,Class,Data,Data_Class,"","","",""
kinomics,Kinomics is the study of protein kinases and protein kinase signaling.,"",assay,FALSE,http://www.kinomecore.com/what-is-kinomics/,dataType,,"","",Kinomics,Class,Data,Data_Class,"","","",""
drugScreen,Information on drug sensitivity and molecular markers of drug response,"",assay,FALSE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3531057/,dataType,,"","",Drug_Screen,Class,Data,Data_Class,"","","",""
drugCombinationScreen,Information on drug sensitivity of more than one compound,"","",FALSE,https://www.ncbi.nlm.nih.gov/pubmed/29344898,dataType,,"","",Drug_Combination_Screen,Class,Data,Data_Class,"","","",""
cellularPhysiology,"","",assay,FALSE,"",dataType,,"","",Cellular_Physiology,Class,Data,Data_Class,"","","",""
chromatinActivity,Chromatin activity that allow access of condensed genomic DNA and potentially control gene expression.,"","",FALSE,https://en.wikipedia.org/wiki/Chromatin_remodeling,dataType,,"","",Chromatin_Activity,Class,Data,Data_Class,"","","",""
surveyData,A data set that contains the outcome of a survey.,"",assay,FALSE,http://purl.obolibrary.org/obo/OMIABIS_0000060,dataType,,"","",Survey_Data,Class,Data,Data_Class,"","","",""
network,An interconnected system of things or people.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C61377,dataType,,"","",Network,Class,Data,Data_Class,"","","",""
clinical,Data obtained through patient examination or treatment.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C15783,dataType,,"","",Clinical_Data,Class,Data,Data_Class,"","","",""
immunoassay,Laboratory test involving interaction of antigens with specific antibodies.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C16723,dataType,,"","","","",Data,Data_Class,"","","",""
electrophysiology,Data generated from an electrophysiology assay.,"","",FALSE,http://purl.obolibrary.org/obo/ERO_0000564,dataType,,"","",Electrophysiology,Class,Data,Data_Class,"","","",""
mask image,"Image used as the mask for an image processing operation, such as subtraction.","","",FALSE,http://dicom.nema.org/resources/ontology/DCM/121321,dataType,,"","",Mask_Image,Class,Data,Data_Class,"","","",""
curatedData,"Any file derived from or pertaining a manually or programatically curated data resource. Examples include: reference sequences, drug information databases, identifier maps""""","","",FALSE,"","",,"","",Curated_Data,Class,Data,Data_Class,"","","",""
normalized,A data set that is produced as the output of a normalization data transformation.,"","",FALSE,http://purl.obolibrary.org/obo/OBI_0000451,dataSubtype,,"","",Normalized,Class,Data,Data_Level,"","","",""
dataMatrix,A file of data containing multiple values for multiple samples.,"","",FALSE,"",dataSubtype,,"","",Data_Matrix,Class,Data,Data_Level,"","","",""
raw,"A data file produced by an instrument, or one with very little subsequent processing.","","",FALSE,"",dataSubtype,,"","",Raw,Class,Data,Data_Level,"","","",""
processed,A file of data generated from running one or more bioinformatics methods on a raw file.,"","",FALSE,"",dataSubtype,,"","",Processed,Class,Data,Data_Level,"","","",""
metadata,"A file of clinical, technical, or other parameters that describe a dataset.","","",FALSE,"",dataSubtype,,"","",Metadata,Class,Data,Data_Level,"","","",""
representative,"An activity that stands as an equivalent of something or results in an equivalent; typical of, or the same as, others in a larger group of people or things.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C67045,dataSubtype,,"","",Representative,Class,Data,Data_Level,"","","",""
bash script,Bash Shell Script,"","",FALSE,https://en.wikipedia.org/wiki/Shell_script,fileFormat,,"","",bash_script,Class,Data,File_Format,Open_Format,"","",""
bedgraph,Holds a tab-delimited chromosome /start /end / datavalue dataset. The bedGraph format allows display of continuous-valued data in track format. This display type is useful for probability scores and transcriptome data,"","",FALSE,http://edamontology.org/format_3583,fileFormat,,"","",bedgraph,Class,Data,File_Format,Open_Format,"","",""
ai,Adobe Illustrator format,"","",FALSE,http://www.ebi.ac.uk/swo/data/SWO_3000023,fileFormat,,"","",ai,Class,Data,File_Format,Proprietary_Format,"","",""
idx,"","","",FALSE,"",fileFormat,,"","",idx,Class,Data,File_Format,"","","",""
idat,Proprietary file format for (raw) BeadArray data used by genomewide profiling platforms from Illumina Inc. This format is output directly from the scanner and stores summary intensities for each probe-type on an array.,"","",FALSE,http://edamontology.org/format_3578,fileFormat,,"","",idat,Class,Data,File_Format,Proprietary_Format,"","",""
bam,"BAM format, the binary, BGZF-formatted compressed version of SAM format for alignment of nucleotide sequences (e.g. sequencing reads) to (a) reference sequence(s)","","",FALSE,http://edamontology.org/format_2572,fileFormat,,"","",bam,Class,Data,File_Format,Open_Format,"","",""
bai,BAM indexing format,"","",FALSE,http://edamontology.org/format_3327,fileFormat,,"","",bai,Class,Data,File_Format,Open_Format,"","",""
excel,Microsoft Excel spreadsheet format,"","",FALSE,"",fileFormat,,"","",excel,Class,Data,File_Format,Proprietary_Format,"","",""
powerpoint,Microsoft Powerpoint slide format,"","",FALSE,"",fileFormat,,"","",powerpoint,Class,Data,File_Format,Proprietary_Format,"","",""
tif,"Tagged Image File Format, abbreviated TIFF or TIF, is a computer file format for storing raster graphics images","","",FALSE,https://en.wikipedia.org/wiki/TIFF,fileFormat,,"","",tif,Class,Data,File_Format,Preferred_Open_Format,"","",""
png,PNG is a file format for image compression,"","",FALSE,http://edamontology.org/format_3603,fileFormat,,"","",png,Class,Data,File_Format,Open_Format,"","",""
doc,Microsoft Word document format,"","",FALSE,"",fileFormat,,"","",doc,Class,Data,File_Format,Proprietary_Format,"","",""
pdf,Portable Document Format,"","",FALSE,http://edamontology.org/format_3508,fileFormat,,"","",pdf,Class,Data,File_Format,Proprietary_Format,"","",""
hdf,"Hierarchical Data Format (HDF) is a set of file formats (HDF4, HDF5) designed to store and organize large amounts of data","","",FALSE,https://en.wikipedia.org/wiki/Hierarchical_Data_Format,fileFormat,,"","",hdf,Class,Data,File_Format,Open_Format,"","",""
fasta,"FASTA format is a text-based format for representing either nucleotide sequences or peptide sequences, in which nucleotides or amino acids are represented using single-letter codes","","",FALSE,https://en.wikipedia.org/wiki/FASTA_format,fileFormat,,"","",fasta,Class,Data,File_Format,Preferred_Open_Format,"","",""
fastq,FASTQ format is a text-based format for storing both a biological sequence (usually nucleotide sequence) and its corresponding quality scores. Both the sequence letter and quality score are each encoded with a single ASCII character for brevity,"","",FALSE,https://en.wikipedia.org/wiki/FASTQ_format,fileFormat,,"","",fastq,Class,Data,File_Format,Preferred_Open_Format,"","",""
sam,Sequence Alignment/Map (SAM) format for alignment of nucleotide sequences (e.g. sequencing reads) to (a) reference sequence(s),"","",FALSE,http://edamontology.org/format_2573,fileFormat,,"","",sam,Class,Data,File_Format,Open_Format,"","",""
vcf,"Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation)","","",FALSE,http://edamontology.org/format_3016,fileFormat,,"","",vcf,Class,Data,File_Format,Open_Format,"","",""
bcf,"BCF, the binary version of Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation)","","",FALSE,http://edamontology.org/format_3016,fileFormat,,"","",bcf,Class,Data,File_Format,Open_Format,"","",""
maf,"Multiple Alignment Format (MAF) supporting alignments of whole genomes with rearrangements, directions, multiple pieces to the alignment, and so forth","","",FALSE,http://edamontology.org/format_3008,fileFormat,,"","",maf,Class,Data,File_Format,Open_Format,"","",""
bed,"Browser Extensible Data (BED) format of sequence annotation track, typically to be displayed in a genome browser","","",FALSE,http://edamontology.org/format_3003,fileFormat,,"","",bed,Class,Data,File_Format,Open_Format,"","",""
chp,CHP file contains probe set analysis results generated from Affymetrix software,"","",FALSE,"",fileFormat,,"","",chp,Class,Data,File_Format,Proprietary_Format,"","",""
cel,Format of Affymetrix data file of information about (raw) expression levels of the individual probes,"","",FALSE,http://edamontology.org/format_1638,fileFormat,,"","",cel,Class,Data,File_Format,Proprietary_Format,"","",""
sif,SIF (simple interaction file) Format - a network/pathway format used for instance in cytoscape,"","",FALSE,http://edamontology.org/format_3619,fileFormat,,"","",sif,Class,Data,File_Format,"","","",""
tsv,Tabular data represented as tab-separated values in a text file,"","",FALSE,http://edamontology.org/format_3475,fileFormat,,"","",tsv,Class,Data,File_Format,Preferred_Open_Format,"","",""
csv,Tabular data represented as comma-separated values in a text file,"","",FALSE,http://edamontology.org/format_3752,fileFormat,,"","",csv,Class,Data,File_Format,Preferred_Open_Format,"","",""
txt,Textual format,"","",FALSE,http://edamontology.org/format_2330,fileFormat,,"","",txt,Class,Data,File_Format,Preferred_Open_Format,"","",""
plink,Any Plink file format (MAP/PED/BED/BIM/FAM),"","",FALSE,https://www.cog-genomics.org/plink2/formats,fileFormat,,"","",plink,Class,Data,File_Format,Open_Format,"","",""
bigwig,bigWig format for large sequence annotation tracks that consist of a value for each sequence position,"","",FALSE,http://edamontology.org/format_3006,fileFormat,,"","",bigwig,Class,Data,File_Format,Open_Format,"","",""
wiggle,Wiggle format (WIG) of a sequence annotation track that consists of a value for each sequence position,"","",FALSE,http://edamontology.org/format_3005,fileFormat,,"","",wiggle,Class,Data,File_Format,Open_Format,"","",""
gct,"Tab-delimited text files of GenePattern that contain a column for each sample, a row for each gene, and an expression value for each gene in each sample","","",FALSE,http://edamontology.org/format_3709,fileFormat,,"","",gct,Class,Data,File_Format,"","","",""
bgzip,Blocked GNU Zip format,"","",FALSE,http://edamontology.org/format_3615,fileFormat,,"","",bgzip,Class,Data,File_Format,Open_Format,"","",""
zip,zip is a format standard of a digital entity that is conformant with the PKWARE .ZIP file format specification,"","",FALSE,http://purl.obolibrary.org/obo/OBI_0000325,fileFormat,,"","",zip,Class,Data,File_Format,Open_Format,"","",""
seg,SEG file (segmented data; .seg or .cbs) is a tab-delimited text file that lists loci and associated numeric values,"","",FALSE,https://software.broadinstitute.org/software/igv/SEG,fileFormat,,"","",seg,Class,Data,File_Format,Open_Format,"","",""
html,HTML format,"","",FALSE,http://edamontology.org/format_2331,fileFormat,,"","",html,Class,Data,File_Format,"","","",""
mov,A video file format with the .mov extension,"","",FALSE,Sage Bioenetworks,fileFormat,,"","",mov,Class,Data,File_Format,"","","",""
hyperlink,"A reference (link) from some point in one hypertext document to another document, another place in the same document, or a website.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C47919,fileFormat,,"","",hyperlink,Class,Data,File_Format,"","","",""
svs,"A single-file pyramidal tiled TIFF, with non-standard metadata and compression.","","",FALSE,https://openslide.org/formats/aperio/,fileFormat,,"","",svs,Class,Data,File_Format,"","","",""
md,Markdown (MD) is a lightweight markup language with plain text formatting syntax,"","",FALSE,https://en.wikipedia.org/wiki/Markdown,fileFormat,,"","",md,Class,Data,File_Format,"","","",""
flagstat,Output of samtools flagstat tool,"","",FALSE,"",fileFormat,,"","",flagstat,Class,Data,File_Format,"","","",""
gtf,Gene transfer format (GTF) is a file format used to hold information about gene structure,"","",FALSE,https://en.wikipedia.org/wiki/Gene_transfer_format,fileFormat,,"","",gtf,Class,Data,File_Format,"","","",""
raw,Proprietary file format for mass spectrometry data from Thermo Scientific,"","",FALSE,http://edamontology.org/format_3712,fileFormat,,"","",raw,Class,Data,File_Format,"","","",""
msf,Proprietary mass-spectrometry format of Thermo Scientific's ProteomeDiscoverer software,"","",FALSE,http://edamontology.org/format_3702,fileFormat,,"","",msf,Class,Data,File_Format,"","","",""
rmd,markdown document specific to r analyses,"","",FALSE,http://rmarkdown.rstudio.com/developer_document_templates.html,fileFormat,,"","",rmd,Class,Data,File_Format,"","","",""
bed narrowPeak,"This format is used to provide called peaks of signal enrichment based on pooled, normalized (interpreted) data. It is a BED6+4 format.","","",FALSE,http://genome.ucsc.edu/FAQ/FAQformat.html#format12,fileFormat,,"","",bed_narrowPeak,Class,Data,File_Format,"","","",""
bed broadPeak,"This format is used to provide called regions of signal enrichment based on pooled, normalized (interpreted) data. It is a BED 6+3 format.","","",FALSE,http://genome.ucsc.edu/FAQ/FAQformat.html#format13,fileFormat,,"","",bed_broadPeak,Class,Data,File_Format,"","","",""
bed gappedPeak,"This format is used to provide called regions of signal enrichment based on pooled, normalized (interpreted) data where the regions may be spliced or incorporate gaps in the genomic sequence. It is a BED12+3 format.","","",FALSE,http://genome.ucsc.edu/FAQ/FAQformat.html#format14,fileFormat,,"","",bed_gappedPeak,Class,Data,File_Format,"","","",""
avi,AVI files can contain both audio and video data in a file container that allows synchronous audio-with-video playback.,"","",FALSE,https://en.wikipedia.org/wiki/Audio_Video_Interleave,fileFormat,,"","",avi,Class,Data,File_Format,"","","",""
